House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
9,Griffiths Ports,Douglas,O'Neill,21,None,Single,Male,University Student,None,Christian
9,Griffiths Ports,Sheila,Simpson,21,None,Single,Female,University Student,None,Christian
10,Griffiths Ports,Shannon,Curtis,44,Head,Married,Female,Personnel officer,None,Methodist
10,Griffiths Ports,Dale,Curtis,44,Husband,Married,Male,Television floor manager,None,None
10,Griffiths Ports,Sally,Curtis,16,Daughter,NA,Female,Student,None,NA
10,Griffiths Ports,Liam,Howarth-Curtis,16,Son,NA,Male,Student,None,NA
11,Griffiths Ports,Jake,Smith,50,Head,Single,Male,Commercial/residential surveyor,None,Methodist
11,Griffiths Ports,Mohamed,Begum,37,None,Single,Male,IT consultant,None,Catholic
11,Griffiths Ports,Katy,Hill,28,None,Single,Female,Publishing copy,None,None
11,Griffiths Ports,Timothy,Jones,59,None,Single,Male,Sales executive,None,Christian
12,Griffiths Ports,Kyle,Smith,40,Head,Married,Male,Training and development officer,None,None
12,Griffiths Ports,Alexandra,Smith,40,Wife,Married,Female,Television camera operator,None,None
12,Griffiths Ports,Harry,Gibson,35,Lodger,Divorced,Male,Occupational psychologist,None,Christian
12,Griffiths Ports,Dominic,Turner,46,Sibling,Divorced,Male,Purchasing manager,None,Methodist
13,Griffiths Ports,Abbie,Wilson,29,Head,Divorced,Female,Unemployed,None,None
13,Griffiths Ports,Katie,Wilson,8,Daughter,NA,Female,Student,None,NA
13,Griffiths Ports,Anne,Simpson,5,Daughter,NA,Female,Student,None,NA
13,Griffiths Ports,Lee,Simpson,2,Son,NA,Male,Child,None,NA
13,Griffiths Ports,Timothy,Simpson,0,Son,NA,Male,Child,None,NA
13,Griffiths Ports,Melanie,Willis,56,Lodger,Divorced,Female,Production engineer,None,Catholic
14,Griffiths Ports,Jade,Abbott,47,Head,Married,Female,Unemployed,None,None
14,Griffiths Ports,Scott,Abbott,44,Husband,Married,Male,Charity fundraiser,None,None
14,Griffiths Ports,Gillian,Abbott,11,Daughter,NA,Female,Student,None,NA
15,Griffiths Ports,Valerie,Clarke,18,Head,Single,Female,Student,None,NA
15,Griffiths Ports,Gerard,Osborne,21,None,Single,Male,University Student,None,None
15,Griffiths Ports,Jake,Walters,32,None,Single,Male,Economist,None,None
15,Griffiths Ports,Lisa,James,25,None,Single,Female,Visual merchandiser,None,Methodist
16,Griffiths Ports,Vanessa,Cox,42,Head,Married,Female,"Horticulturist, amenity",None,Christian
16,Griffiths Ports,Daniel,Cox,43,Husband,Married,Male,Heritage manager,None,Christian
16,Griffiths Ports,Marcus,Cox,14,Son,NA,Male,Student,None,NA
16,Griffiths Ports,Jasmine,Cox,9,Daughter,NA,Female,Student,None,NA
17,Griffiths Ports,Mary,Barnes,45,Head,Married,Female,"Engineer, manufacturing systems",None,None
17,Griffiths Ports,Glenn,Barnes,46,Husband,Married,Male,"Engineer, agricultural",None,None
17,Griffiths Ports,Aimee,Barnes,16,Daughter,NA,Female,Student,None,NA
18,Griffiths Ports,Josephine,Jordan,30,Head,Single,Female,Industrial/product designer,None,Methodist
18,Griffiths Ports,Shane,Wyatt,59,None,Single,Male,Special effects artist,None,Catholic
18,Griffiths Ports,Peter,Green,52,None,Single,Male,Transport planner,None,None
18,Griffiths Ports,Paige,Hunt,60,None,Single,Female,Press sub,None,None
19,Griffiths Ports,Vincent,Palmer,48,Head,Single,Male,Physiotherapist,None,None
19,Griffiths Ports,Abigail,Wilson,57,None,Single,Female,Statistician,None,Christian
19,Griffiths Ports,Stewart,Bailey,29,None,Single,Male,Visual merchandiser,None,Methodist
19,Griffiths Ports,Emma,Cole,21,None,Single,Female,Freight forwarder,None,None
20,Griffiths Ports,Molly,Thompson,79,Head,Widowed,Female,"Retired Pilot, airline",None,Christian
20,Griffiths Ports,Leonard,Thompson,39,Son,Single,Male,Pharmacologist,None,None
20,Griffiths Ports,Douglas,Green,35,Son,Divorced,Male,Unemployed,None,Christian
20,Griffiths Ports,Aaron,Green,32,Son,Single,Male,Unemployed,None,Christian
21,Griffiths Ports,Danielle,Cox,46,Head,Married,Female,"Scientist, research (physical sciences)",None,Jewish
21,Griffiths Ports,Kenneth,Cox,51,Husband,Married,Male,Agricultural engineer,None,Jewish
21,Griffiths Ports,Nicola,Cox,16,Daughter,NA,Female,Student,None,NA
22,Griffiths Ports,Janice,Hammond,26,Head,Married,Female,"Loss adjuster, chartered",None,Methodist
22,Griffiths Ports,Dylan,Hammond,26,Husband,Married,Male,Recruitment consultant,None,Methodist
22,Griffiths Ports,Charlie,Hammond,9,Son,NA,Male,Student,None,NA
23,Griffiths Ports,Toby,Jones,75,Head,Widowed,Male,"Retired Designer, blown glass/stained glass",None,Christian
24,Griffiths Ports,Alexandra,Patel,45,Head,Married,Female,Air broker,None,Christian
24,Griffiths Ports,Richard,Patel,50,Husband,Married,Male,Civil Service administrator,None,Christian
24,Griffiths Ports,Mohamed,Patel,17,Son,NA,Male,Student,None,NA
24,Griffiths Ports,Rosie,Patel,14,Daughter,NA,Female,Student,None,NA
25,Griffiths Ports,Luke,O'Brien,44,Head,Married,Male,"Research officer, trade union",None,Catholic
25,Griffiths Ports,Amelia,O'Brien,42,Wife,Married,Female,Public relations account executive,None,None
25,Griffiths Ports,Iain,O'Brien,9,Son,NA,Male,Student,None,NA
25,Griffiths Ports,Janet,Joyce,7,Daughter,NA,Female,Student,None,NA
26,Griffiths Ports,Alice,Mason,39,Head,Widowed,Female,Local government officer,None,None
26,Griffiths Ports,Kimberley,Mason,19,Daughter,Single,Female,University Student,None,None
26,Griffiths Ports,Susan,Richardson-Mason,18,Daughter,Single,Female,Student,None,None
26,Griffiths Ports,Liam,Richardson-Mason,13,Son,NA,Male,Student,None,NA
1,Sheppard Circles,Beverley,Hudson,24,Head,Single,Female,Tourism officer,None,None
2,Sheppard Circles,Joel,Akhtar,49,Head,Married,Male,Charity officer,None,Catholic
2,Sheppard Circles,Rosemary,Akhtar,46,Wife,Married,Female,Financial adviser,None,Catholic
3,Sheppard Circles,Maria,Kemp,61,Head,Single,Female,Physiotherapist,None,None
3,Sheppard Circles,Derek,Kemp,19,Son,Single,Male,University Student,None,None
3,Sheppard Circles,Gemma,Kemp,11,Daughter,NA,Female,Student,None,NA
4,Sheppard Circles,Jeremy,Turner,54,Head,Divorced,Male,Adult nurse,None,None
5,Sheppard Circles,Conor,Williams,62,Head,Single,Male,Museum/gallery curator,None,Christian
5,Sheppard Circles,William,Reed,45,None,Single,Male,"Accountant, chartered",None,None
5,Sheppard Circles,Mary,Patel,62,None,Single,Female,Manufacturing systems engineer,None,Methodist
6,Sheppard Circles,Alan,Carr,58,Head,Single,Male,Electronics engineer,None,Christian
6,Sheppard Circles,Ruth,Houghton,27,None,Single,Female,"Social research officer, government",None,Christian
6,Sheppard Circles,Jodie,Davies,50,None,Single,Female,Facilities manager,None,Christian
1,Landings Lane,Danielle,Bradley,71,Head,Widowed,Female,Retired Transport planner,None,Catholic
2,Landings Lane,Gordon,Parry,33,Head,Single,Male,Forensic scientist,None,Catholic
3,Landings Lane,Charles,Smith,39,Head,Single,Male,Bookseller,None,Catholic
4,Landings Lane,Janet,Swift,29,Head,Single,Female,Landscape architect,None,None
5,Landings Lane,Jake,Hart,86,Head,Divorced,Male,Retired Neurosurgeon,None,Methodist
6,Landings Lane,Duncan,George,66,Head,Widowed,Male,Barrister's clerk,None,Christian
7,Landings Lane,Mary,Fowler,38,Head,Single,Female,"Designer, industrial/product",None,Christian
7,Landings Lane,Jay,Mills,41,Partner,Single,Male,Intelligence analyst,None,Christian
7,Landings Lane,Jenna,Fowler,9,Daughter,NA,Female,Student,None,NA
8,Landings Lane,Abdul,Marsden,77,Head,Widowed,Male,Retired Trade union research officer,None,Christian
9,Landings Lane,Leslie,Williams,28,Head,Single,Male,Estate agent,None,None
10,Landings Lane,Hannah,Goodwin,68,Head,Widowed,Female,Retired Data scientist,None,Methodist
11,Landings Lane,Sam,Atkinson,31,Head,Divorced,Male,Recycling officer,None,None
12,Landings Lane,Megan,Rees,49,Head,Single,Female,"Accountant, chartered public finance",None,None
13,Landings Lane,Hollie,Williams,51,Head,Single,Female,"Engineer, automotive",None,Christian
13,Landings Lane,Neil,Williams,10,Son,NA,Male,Student,None,NA
14,Landings Lane,Katherine,Atkinson,40,Head,Single,Female,Chartered public finance accountant,None,None
14,Landings Lane,Linda,Mitchell,27,None,Single,Female,Science writer,None,None
15,Landings Lane,Jonathan,Porter,48,Head,Married,Male,"Education officer, environmental",None,None
15,Landings Lane,Sally,Porter,46,Wife,Married,Female,Technical author,None,None
15,Landings Lane,Nigel,Porter,14,Adopted Son,NA,Male,Student,None,NA
16,Landings Lane,Francesca,Flynn,53,Head,Single,Female,Physiological scientist,None,Methodist
17,Landings Lane,Hugh,Smith,54,Head,Married,Male,"Designer, multimedia",None,Christian
17,Landings Lane,Zoe,Smith,50,Wife,Married,Female,Surgeon,None,Christian
18,Landings Lane,Lynne,Murphy-Howe,98,Head,Married,Female,Retired Fish farm manager,None,None
18,Landings Lane,Jonathan,Murphy-Howe,100,Husband,Married,Male,Retired Senior tax professional/tax inspector,None,None
19,Landings Lane,Maureen,Harvey,22,Head,Single,Female,University Student,None,None
20,Landings Lane,Carl,Foster,63,Head,Divorced,Male,Public relations account executive,None,Christian
21,Landings Lane,Julie,Nicholls,74,Head,Widowed,Female,Retired Furniture conservator/restorer,None,Methodist
22,Landings Lane,Mark,Slater,51,Head,Single,Male,Chief of Staff,None,Christian
23,Landings Lane,Mathew,Bennett,57,Head,Married,Male,Barista,None,Christian
23,Landings Lane,Carol,Bennett,55,Wife,Married,Female,Unemployed,None,Christian
24,Landings Lane,Charlie,Hughes,57,Head,Single,Male,Chemical engineer,None,None
24,Landings Lane,Charlotte,Welch,56,Partner,Single,Female,"Production assistant, television",None,None
25,Landings Lane,Angela,Blake,66,Head,Widowed,Female,Marine scientist,None,None
26,Landings Lane,Naomi,Taylor,23,Head,Single,Female,"Nurse, adult",None,None
27,Landings Lane,Ryan,Clark,40,Head,Single,Male,"Psychologist, clinical",None,Catholic
27,Landings Lane,Barry,Clark,10,Son,NA,Male,Student,None,NA
28,Landings Lane,Alexander,Byrne,52,Head,Single,Male,Purchasing manager,None,Christian
28,Landings Lane,Paige,Perkins,50,Partner,Single,Female,"Geneticist, molecular",None,Christian
28,Landings Lane,Roger,Byrne,6,Son,NA,Male,Student,None,NA
29,Landings Lane,Amelia,Harris,83,Head,Widowed,Female,Retired Retail merchandiser,None,Catholic
30,Landings Lane,Anne,Carter,68,Head,Widowed,Female,Retired Psychotherapist,None,Christian
31,Landings Lane,Oliver,Parkinson,26,Head,Married,Male,"Education officer, environmental",None,Muslim
31,Landings Lane,Francesca,Parkinson,22,Wife,Married,Female,University Student,None,Muslim
32,Landings Lane,Scott,Bradley,68,Head,Divorced,Male,Retired Heritage manager,None,None
33,Landings Lane,Charlie,Duffy,73,Head,Widowed,Male,Retired Scientific laboratory technician,None,None
34,Landings Lane,Eleanor,Walker,84,Head,Widowed,Female,Retired Osteopath,None,None
35,Landings Lane,Carly,Evans,40,Head,Divorced,Female,Tree surgeon,None,Catholic
36,Landings Lane,Katy,Murphy,32,Head,Divorced,Female,"Designer, interior/spatial",None,Sith
36,Landings Lane,Victoria,Begum,50,Lodger,Divorced,Female,"Development worker, community",None,None
36,Landings Lane,Rachel,Potts,21,Cousin,Divorced,Female,University Student,None,None
37,Landings Lane,Bernard,Thompson,67,Head,Widowed,Male,Public affairs consultant,None,None
1,Lightning Lane,Gail,Jones,36,Head,Divorced,Female,Clinical biochemist,None,Christian
1,Lightning Lane,Phillip,Jones,14,Son,NA,Male,Student,None,NA
2,Lightning Lane,Abbie,Smith,47,Head,Single,Female,Musician,None,Christian
3,Lightning Lane,Carl,Blackburn,44,Head,Married,Male,Energy engineer,None,None
3,Lightning Lane,Andrea,Blackburn,39,Wife,Married,Female,"Journalist, magazine",None,None
4,Lightning Lane,Timothy,Russell,59,Head,Single,Male,Sport and exercise psychologist,None,Christian
5,Lightning Lane,Hollie,Davies,56,Head,Single,Female,Unemployed,None,None
5,Lightning Lane,Frederick,Davies,25,Son,Divorced,Male,Unemployed,None,None
6,Lightning Lane,Ross,Holmes,41,Head,Single,Male,Trading standards officer,None,Catholic
7,Lightning Lane,Elaine,Francis,34,Head,Divorced,Female,"Scientist, research (maths)",None,None
8,Lightning Lane,Kathleen,Owens,41,Head,Single,Female,Unemployed,None,Catholic
8,Lightning Lane,Bethany,Owens,15,Daughter,NA,Female,Student,None,NA
8,Lightning Lane,Carol,Owens,11,Daughter,NA,Female,Student,None,NA
9,Lightning Lane,Jane,Willis,23,Head,Single,Female,Web designer,None,Catholic
10,Lightning Lane,David,Begum,68,Head,Widowed,Male,Retired Retail manager,None,None
11,Lightning Lane,Kyle,Green,34,Head,Single,Male,Legal secretary,None,None
12,Lightning Lane,Jayne,Wood,87,Head,Widowed,Female,Retired Plant breeder/geneticist,None,None
13,Lightning Lane,Joshua,Ferguson,39,Head,Married,Male,Medical illustrator,None,Christian
13,Lightning Lane,Frances,Ferguson,33,Wife,Married,Female,Manufacturing engineer,None,None
14,Lightning Lane,Lesley,Hughes,28,Head,Single,Female,Cartographer,None,None
14,Lightning Lane,Brian,Gray,36,None,Single,Male,Recycling officer,None,Catholic
15,Lightning Lane,Eleanor,Knight,38,Head,Married,Female,Economist,None,None
15,Lightning Lane,Philip,Knight,41,Husband,Married,Male,"Editor, commissioning",None,None
15,Lightning Lane,Damian,Knight,17,Son,NA,Male,Student,None,NA
16,Lightning Lane,Holly,Gibson,38,Head,Single,Female,"Teacher, music",None,Christian
17,Lightning Lane,Howard,Parker,80,Head,Divorced,Male,Retired Multimedia programmer,None,None
18,Lightning Lane,Trevor,Turner,85,Head,Single,Male,Retired Music tutor,None,Methodist
19,Lightning Lane,Ryan,Lewis,65,Head,Divorced,Male,Newspaper journalist,None,Christian
20,Lightning Lane,Katie,Lowe,30,Head,Widowed,Female,"Engineer, technical sales",None,None
21,Lightning Lane,Angela,Ross,74,Head,Single,Female,Retired Seismic interpreter,None,Catholic
22,Lightning Lane,Kathleen,Moore,44,Head,Divorced,Female,Public relations account executive,None,Methodist
23,Lightning Lane,Scott,Wright,66,Head,Widowed,Male,"Investment banker, corporate",None,None
24,Lightning Lane,Sean,Daly,21,Head,Single,Male,University Student,None,None
25,Lightning Lane,Anthony,Richards,42,Head,Single,Male,"Engineer, manufacturing",None,None
26,Lightning Lane,Jeremy,Kirby,38,Head,Single,Male,Orthoptist,None,Christian
26,Lightning Lane,Harriet,Jackson,36,Partner,Single,Female,Dentist,None,Christian
27,Lightning Lane,Damian,Johnston,32,Head,Single,Male,Restaurant manager,None,None
27,Lightning Lane,Stanley,Johnston,4,Son,NA,Male,Child,None,NA
27,Lightning Lane,Laura,Johnston,4,Daughter,NA,Female,Child,None,NA
28,Lightning Lane,Marilyn,Jones,20,Head,Widowed,Female,University Student,None,Christian
29,Lightning Lane,Shane,Bibi,81,Head,Married,Male,Retired Commercial/residential surveyor,None,None
29,Lightning Lane,Samantha,Bibi,75,Wife,Married,Female,Retired Best boy,None,None
30,Lightning Lane,Justin,Hancock,69,Head,Widowed,Male,Retired Sport and exercise psychologist,None,Christian
31,Lightning Lane,Rhys,Jones,38,Head,Single,Male,Paediatric nurse,None,None
32,Lightning Lane,Geraldine,Simpson,83,Head,Single,Female,"Retired Scientist, water quality",None,Christian
33,Lightning Lane,Chelsea,Roberts,37,Head,Single,Female,"Buyer, industrial",None,Christian
34,Lightning Lane,Kimberley,Smith,58,Head,Single,Female,Chief of Staff,None,None
34,Lightning Lane,Andrew,Smith,28,Son,Single,Male,Exercise physiologist,None,None
35,Lightning Lane,Gary,Pearce,98,Head,Married,Male,Retired Market researcher,None,Methodist
35,Lightning Lane,Jemma,Pearce,93,Wife,Married,Female,Retired Actor,None,Methodist
36,Lightning Lane,Francesca,Hobbs,41,Head,Divorced,Female,Tourist information centre manager,None,None
36,Lightning Lane,Billy,Hobbs,15,Step-Son,NA,Male,Student,None,NA
37,Lightning Lane,Karl,Hawkins,30,Head,Single,Male,"Psychologist, clinical",None,Christian
38,Lightning Lane,Rosemary,Payne,67,Head,Divorced,Female,IT consultant,None,Christian
39,Lightning Lane,Joshua,Sykes,44,Head,Married,Male,Ergonomist,None,Methodist
39,Lightning Lane,Eleanor,Webb,42,Wife,Married,Female,"Teacher, early years/pre",None,Methodist
39,Lightning Lane,Emily,Sykes,26,Daughter,Single,Female,"Engineer, civil (consulting)",None,Methodist
39,Lightning Lane,Nicholas,Sykes,17,Son,NA,Male,Student,None,NA
40,Lightning Lane,Kyle,Hawkins,59,Head,Divorced,Male,Translator,None,None
41,Lightning Lane,Jacqueline,Walker,24,Head,Married,Female,Broadcast journalist,None,None
41,Lightning Lane,Francis,Walker,26,Husband,Married,Male,Theatre director,None,None
41,Lightning Lane,Darren,Walker,7,Son,NA,Male,Student,None,NA
42,Lightning Lane,Jill,Jackson,41,Head,Widowed,Female,Neurosurgeon,None,Catholic
42,Lightning Lane,Jack,Wood,26,Lodger,Single,Male,Nature conservation officer,None,None
43,Lightning Lane,Frances,Rogers,33,Head,Married,Female,Further education lecturer,None,Christian
43,Lightning Lane,Mohammad,Rogers,32,Husband,Married,Male,Intelligence analyst,None,Christian
43,Lightning Lane,Geraldine,Rogers,12,Daughter,NA,Female,Student,None,NA
44,Lightning Lane,Kayleigh,Hobbs,44,Head,Married,Female,Multimedia programmer,None,Catholic
44,Lightning Lane,Edward,Hobbs,46,Husband,Married,Male,Broadcast presenter,None,Catholic
44,Lightning Lane,Henry,Giles,12,Nephew,NA,Male,Student,None,NA
45,Lightning Lane,Keith,Akhtar,29,Head,Single,Male,Sports administrator,None,Christian
46,Lightning Lane,Bethany,Jones,54,Head,Divorced,Female,Unemployed,None,Catholic
46,Lightning Lane,Jake,Jones,17,Adopted Son,NA,Male,Student,None,NA
46,Lightning Lane,Diane,Jones,13,Daughter,NA,Female,Student,None,NA
47,Lightning Lane,Pamela,Walton,21,Head,Married,Female,University Student,None,Christian
47,Lightning Lane,Toby,Walton,25,Husband,Married,Male,"Loss adjuster, chartered",None,None
48,Lightning Lane,Duncan,Randall,80,Head,Married,Male,"Retired Surveyor, mining",None,Christian
48,Lightning Lane,Pauline,Randall,78,Wife,Married,Female,Retired Ecologist,None,None
49,Lightning Lane,Yvonne,Woodward,51,Head,Divorced,Female,"Surveyor, planning and development",None,Christian
50,Lightning Lane,Frederick,Jones,34,Head,Single,Male,Psychiatric nurse,None,Sikh
50,Lightning Lane,Luke,Jones,6,Son,NA,Male,Student,None,NA
51,Lightning Lane,Jordan,Moore,46,Head,Single,Male,"Lighting technician, broadcasting/film/video",None,Sikh
51,Lightning Lane,Ruth,Parsons,41,Partner,Single,Female,Osteopath,None,Sikh
52,Lightning Lane,Barbara,Allen,38,Head,Single,Female,Information officer,None,Sikh
53,Lightning Lane,Linda,Lynch,52,Head,Married,Female,"Designer, fashion/clothing",None,None
53,Lightning Lane,Amy,Lynch,53,Wife,Married,Female,Conference centre manager,None,None
54,Lightning Lane,Vanessa,Roberts,32,Head,Married,Female,Set designer,None,Methodist
54,Lightning Lane,Terence,Roberts,28,Husband,Married,Male,Occupational therapist,None,Methodist
